Group,SampleID,richness,Depth,ROV,Core.type,Day,Habitat,Sampling,Samples,Samples.1,Samples.2,SampleIDnew,ROVDepth,Methane,Phosphate,Sulfide,Sulfate,Ammonium,d15N,d13CV,DIC,C13Methane,meanrichness
18S,D518ROV3PC201.10,41.65556738131333,10,ROV3,PC,D518,clam_mat,porewater,519ROV03-2PC201-10,,,D519ROV32PC20110,ROV310,8596.166666666666,0.3426666666666667,0.25666666666666665,2320.6666666666665,28.833333333333332,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3PC203.10,60.40201370970195,10,ROV3,PC,D519,clam,porewater,519ROV03-2PC201-10,,,D519ROV32PC20110,ROV310,8596.166666666666,0.3426666666666667,0.25666666666666665,2320.6666666666665,28.833333333333332,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3PC201.10,15.949844380449454,10,ROV3,PC,D519,clam_mat,porewater,519ROV03-2PC201-10,,,D519ROV32PC20110,ROV310,8596.166666666666,0.3426666666666667,0.25666666666666665,2320.6666666666665,28.833333333333332,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3LPC1.10,38.444713634759765,10,ROV3,LPC,D519,clam,porewater,519ROV03-2PC201-10,,,D519ROV32PC20110,ROV310,8596.166666666666,0.3426666666666667,0.25666666666666665,2320.6666666666665,28.833333333333332,NA,NA,NA,NA,30.876665347258232
18S,D517ROV5PC201.10,33.60703161475091,10,ROV5,PC,D517,control,fridge,517ROV05LPC-10,,,D517ROV5LPC10,ROV510,2287.9,0.386,0.05,2568,24.1,NA,NA,NA,NA,21.876204955488543
18S,D517ROV5LPC.10,29.4448026573681,10,ROV5,LPC,D517,control,porewater,517ROV05LPC-10,,,D517ROV5LPC10,ROV510,2287.9,0.386,0.05,2568,24.1,NA,NA,NA,NA,21.876204955488543
18S,D522ROV1LPC2.15,36.15225350393098,15,ROV1,LPC,D522,thintubeworm,porewater,515ROV01LPC-15, ROVO1-LPC-15 ,515ROV01LPC-20,D515ROV1LPC15,ROV115,104617.86666666667,0.30633333333333335,190.14000000000001,128.33333333333334,26.966666666666665,2.8,-28.06,24.88,-70.25,29.57324506324343
18S,D522ROV1PC202.15,55.11511332150313,15,ROV1,PC,D522,sea_anemone,fridge,515ROV01LPC-15, ROVO1-LPC-15 ,515ROV01LPC-20,D515ROV1LPC15,ROV115,104617.86666666667,0.30633333333333335,190.14000000000001,128.33333333333334,26.966666666666665,2.8,-28.06,24.88,-70.25,29.57324506324343
18S,D522ROV1PC203.15,40.16897255730929,15,ROV1,PC,D522,thintubeworm_mat,porewater,515ROV01LPC-15, ROVO1-LPC-15 ,515ROV01LPC-20,D515ROV1LPC15,ROV115,104617.86666666667,0.30633333333333335,190.14000000000001,128.33333333333334,26.966666666666665,2.8,-28.06,24.88,-70.25,29.57324506324343
18S,D522ROV1PC204.15,18.23693836144802,15,ROV1,PC,D522,thintubeworm,fridge,515ROV01LPC-15, ROVO1-LPC-15 ,515ROV01LPC-20,D515ROV1LPC15,ROV115,104617.86666666667,0.30633333333333335,190.14000000000001,128.33333333333334,26.966666666666665,2.8,-28.06,24.88,-70.25,29.57324506324343
18S,D515ROV1LPC.15,36.48423457717911,15,ROV1,LPC,D515,mussel,porewater,515ROV01LPC-15, ROVO1-LPC-15 ,515ROV01LPC-20,D515ROV1LPC15,ROV115,104617.86666666667,0.30633333333333335,190.14000000000001,128.33333333333334,26.966666666666665,2.8,-28.06,24.88,-70.25,29.57324506324343
18S,D522ROV1PC201.15,23.914201193935188,15,ROV1,PC,D522,sea_anemone,porewater,515ROV01LPC-15, ROVO1-LPC-15 ,515ROV01LPC-20,D515ROV1LPC15,ROV115,104617.86666666667,0.30633333333333335,190.14000000000001,128.33333333333334,26.966666666666665,2.8,-28.06,24.88,-70.25,29.57324506324343
18S,D522ROV1LPC1.15,53.0910691761051,15,ROV1,LPC,D522,thintubeworm,porewater,515ROV01LPC-15, ROVO1-LPC-15 ,515ROV01LPC-20,D515ROV1LPC15,ROV115,104617.86666666667,0.30633333333333335,190.14000000000001,128.33333333333334,26.966666666666665,2.8,-28.06,24.88,-70.25,29.57324506324343
18S,D515ROV1PC201.15,19.58991108955354,15,ROV1,PC,D515,mussel,porewater,515ROV01LPC-15, ROVO1-LPC-15 ,515ROV01LPC-20,D515ROV1LPC15,ROV115,104617.86666666667,0.30633333333333335,190.14000000000001,128.33333333333334,26.966666666666665,2.8,-28.06,24.88,-70.25,29.57324506324343
18S,D522ROV1PC205.15,27.21056114923386,15,ROV1,PC,D522,thintubeworm,incubation,515ROV01LPC-15, ROVO1-LPC-15 ,515ROV01LPC-20,D515ROV1LPC15,ROV115,104617.86666666667,0.30633333333333335,190.14000000000001,128.33333333333334,26.966666666666665,2.8,-28.06,24.88,-70.25,29.57324506324343
18S,D523ROV2LPC3.15,7.269143941082123,15,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-15,ROV05-LPC-4,517ROV05LPC-4,D517ROV2PC20315,ROV215,131458.3,0.267,161.61,157,35.8,2.85,-6.68,3.27,-77.285,15.24762843520642
18S,D523ROV2LPC2.15,6.451509927164775,15,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-15,ROV05-LPC-4,517ROV05LPC-4,D517ROV2PC20315,ROV215,131458.3,0.267,161.61,157,35.8,2.85,-6.68,3.27,-77.285,15.24762843520642
18S,D517ROV2LPC1.15,35.90171745738432,15,ROV2,LPC,D517,mussel,porewater,517ROV02PC203-15,ROV05-LPC-4,517ROV05LPC-4,D517ROV2PC20315,ROV215,131458.3,0.267,161.61,157,35.8,2.85,-6.68,3.27,-77.285,15.24762843520642
18S,D523ROV2LPC1.15,20.256506140107053,15,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-15,ROV05-LPC-4,517ROV05LPC-4,D517ROV2PC20315,ROV215,131458.3,0.267,161.61,157,35.8,2.85,-6.68,3.27,-77.285,15.24762843520642
18S,D517ROV2PC203.15,24.945091503674675,15,ROV2,PC,D517,tubeworm,porewater,517ROV02PC203-15,ROV05-LPC-4,517ROV05LPC-4,D517ROV2PC20315,ROV215,131458.3,0.267,161.61,157,35.8,2.85,-6.68,3.27,-77.285,15.24762843520642
18S,D517ROV2LPC2.15,8.399180523765425,15,ROV2,LPC,D517,mussel,porewater,517ROV02PC203-15,ROV05-LPC-4,517ROV05LPC-4,D517ROV2PC20315,ROV215,131458.3,0.267,161.61,157,35.8,2.85,-6.68,3.27,-77.285,15.24762843520642
18S,D519ROV2PC201.15,41.20777107599837,15,ROV2,PC,D519,mussel,porewater,517ROV02PC203-15,ROV05-LPC-4,517ROV05LPC-4,D517ROV2PC20315,ROV215,131458.3,0.267,161.61,157,35.8,2.85,-6.68,3.27,-77.285,15.24762843520642
18S,D519ROV3LPC2.15,42.37110873984295,15,ROV3,LPC,D519,clam,porewater,519ROV03-2PC201-15,,,D519ROV32PC20115,ROV315,11142.266666666666,0.4956666666666667,0.023333333333333334,2250.3333333333335,27.333333333333332,NA,NA,NA,NA,30.876665347258232
18S,D518ROV3LPC.15,21.263204580155843,15,ROV3,LPC,D518,clam,porewater,519ROV03-2PC201-15,,,D519ROV32PC20115,ROV315,11142.266666666666,0.4956666666666667,0.023333333333333334,2250.3333333333335,27.333333333333332,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3PC205.15,33.04682446116559,15,ROV3,PC,D519,clam,porewater,519ROV03-2PC201-15,,,D519ROV32PC20115,ROV315,11142.266666666666,0.4956666666666667,0.023333333333333334,2250.3333333333335,27.333333333333332,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3PC203.15,29.43217175728823,15,ROV3,PC,D519,clam,porewater,519ROV03-2PC201-15,,,D519ROV32PC20115,ROV315,11142.266666666666,0.4956666666666667,0.023333333333333334,2250.3333333333335,27.333333333333332,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3LPC1.15,49.978897390703715,15,ROV3,LPC,D519,clam,porewater,519ROV03-2PC201-15,,,D519ROV32PC20115,ROV315,11142.266666666666,0.4956666666666667,0.023333333333333334,2250.3333333333335,27.333333333333332,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3PC204.15,24.3519966251105,15,ROV3,PC,D519,clam,porewater,519ROV03-2PC201-15,,,D519ROV32PC20115,ROV315,11142.266666666666,0.4956666666666667,0.023333333333333334,2250.3333333333335,27.333333333333332,NA,NA,NA,NA,30.876665347258232
18S,D517ROV5PC201.15,49.83850124094313,15,ROV5,PC,D517,control,fridge,517ROV05LPC-15,,,D517ROV5LPC15,ROV515,2413.9,0.313,0.04,2605,27.2,NA,NA,NA,NA,21.876204955488543
18S,D517ROV5LPC.15,13.18748442020314,15,ROV5,LPC,D517,control,porewater,517ROV05LPC-15,,,D517ROV5LPC15,ROV515,2413.9,0.313,0.04,2605,27.2,NA,NA,NA,NA,21.876204955488543
18S,D515ROV1PC201.20,24.998486873979118,20,ROV1,PC,D515,mussel,porewater,515ROV01LPC-20, ROVO1-LPC-20 ,515ROV01LPC-30,D515ROV1LPC20,ROV120,126015.16666666667,0.32633333333333336,163.685,53.4,28.266666666666666,-1.2,-29.2,23.94,-68.5,29.57324506324343
18S,D522ROV1PC202.20,32.92231146448523,20,ROV1,PC,D522,sea_anemone,fridge,515ROV01LPC-20, ROVO1-LPC-20 ,515ROV01LPC-30,D515ROV1LPC20,ROV120,126015.16666666667,0.32633333333333336,163.685,53.4,28.266666666666666,-1.2,-29.2,23.94,-68.5,29.57324506324343
18S,D522ROV1PC205.20,34.4428063769775,20,ROV1,PC,D522,thintubeworm,incubation,515ROV01LPC-20, ROVO1-LPC-20 ,515ROV01LPC-30,D515ROV1LPC20,ROV120,126015.16666666667,0.32633333333333336,163.685,53.4,28.266666666666666,-1.2,-29.2,23.94,-68.5,29.57324506324343
18S,D522ROV1LPC1.20,11.911288351140268,20,ROV1,LPC,D522,thintubeworm,porewater,515ROV01LPC-20, ROVO1-LPC-20 ,515ROV01LPC-30,D515ROV1LPC20,ROV120,126015.16666666667,0.32633333333333336,163.685,53.4,28.266666666666666,-1.2,-29.2,23.94,-68.5,29.57324506324343
18S,D522ROV1PC203.20,35.0484611199567,20,ROV1,PC,D522,thintubeworm_mat,porewater,515ROV01LPC-20, ROVO1-LPC-20 ,515ROV01LPC-30,D515ROV1LPC20,ROV120,126015.16666666667,0.32633333333333336,163.685,53.4,28.266666666666666,-1.2,-29.2,23.94,-68.5,29.57324506324343
18S,D522ROV1PC201.20,31.115624159892988,20,ROV1,PC,D522,sea_anemone,porewater,515ROV01LPC-20, ROVO1-LPC-20 ,515ROV01LPC-30,D515ROV1LPC20,ROV120,126015.16666666667,0.32633333333333336,163.685,53.4,28.266666666666666,-1.2,-29.2,23.94,-68.5,29.57324506324343
18S,D522ROV1PC204.20,15.459723293842222,20,ROV1,PC,D522,thintubeworm,fridge,515ROV01LPC-20, ROVO1-LPC-20 ,515ROV01LPC-30,D515ROV1LPC20,ROV120,126015.16666666667,0.32633333333333336,163.685,53.4,28.266666666666666,-1.2,-29.2,23.94,-68.5,29.57324506324343
18S,D522ROV1LPC2.20,20.162226150791437,20,ROV1,LPC,D522,thintubeworm,porewater,515ROV01LPC-20, ROVO1-LPC-20 ,515ROV01LPC-30,D515ROV1LPC20,ROV120,126015.16666666667,0.32633333333333336,163.685,53.4,28.266666666666666,-1.2,-29.2,23.94,-68.5,29.57324506324343
18S,D515ROV1LPC.20,15.797086142065275,20,ROV1,LPC,D515,mussel,porewater,515ROV01LPC-20, ROVO1-LPC-20 ,515ROV01LPC-30,D515ROV1LPC20,ROV120,126015.16666666667,0.32633333333333336,163.685,53.4,28.266666666666666,-1.2,-29.2,23.94,-68.5,29.57324506324343
18S,D523ROV2LPC1.20,16.369039669101447,20,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-20,ROV05-LPC-6,517ROV05LPC-6,D517ROV2PC20320,ROV220,159648.05,0.28600000000000003,176.96,44.35,29.2,34.349999999999994,-6.285,3.3200000000000003,-76.1,15.24762843520642
18S,D517ROV2LPC2.20,14.88581248509911,20,ROV2,LPC,D517,mussel,porewater,517ROV02PC203-20,ROV05-LPC-6,517ROV05LPC-6,D517ROV2PC20320,ROV220,159648.05,0.28600000000000003,176.96,44.35,29.2,34.349999999999994,-6.285,3.3200000000000003,-76.1,15.24762843520642
18S,D517ROV2LPC1.20,15.721776252467846,20,ROV2,LPC,D517,mussel,porewater,517ROV02PC203-20,ROV05-LPC-6,517ROV05LPC-6,D517ROV2PC20320,ROV220,159648.05,0.28600000000000003,176.96,44.35,29.2,34.349999999999994,-6.285,3.3200000000000003,-76.1,15.24762843520642
18S,D517ROV2PC203.20,10.533234063393907,20,ROV2,PC,D517,tubeworm,porewater,517ROV02PC203-20,ROV05-LPC-6,517ROV05LPC-6,D517ROV2PC20320,ROV220,159648.05,0.28600000000000003,176.96,44.35,29.2,34.349999999999994,-6.285,3.3200000000000003,-76.1,15.24762843520642
18S,D523ROV2LPC2.20,5.280255529465833,20,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-20,ROV05-LPC-6,517ROV05LPC-6,D517ROV2PC20320,ROV220,159648.05,0.28600000000000003,176.96,44.35,29.2,34.349999999999994,-6.285,3.3200000000000003,-76.1,15.24762843520642
18S,D523ROV2LPC3.20,5.668790395801867,20,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-20,ROV05-LPC-6,517ROV05LPC-6,D517ROV2PC20320,ROV220,159648.05,0.28600000000000003,176.96,44.35,29.2,34.349999999999994,-6.285,3.3200000000000003,-76.1,15.24762843520642
18S,D519ROV2PC201.20,8.629327883867399,20,ROV2,PC,D519,mussel,porewater,517ROV02PC203-20,ROV05-LPC-6,517ROV05LPC-6,D517ROV2PC20320,ROV220,159648.05,0.28600000000000003,176.96,44.35,29.2,34.349999999999994,-6.285,3.3200000000000003,-76.1,15.24762843520642
18S,D519ROV3PC203.20,13.938203155707338,20,ROV3,PC,D519,clam,porewater,519ROV03-2PC203-20,,,D519ROV32PC20320,ROV320,3024.7,0.18,0.02,2285.5,33.7,NA,NA,NA,NA,30.876665347258232
18S,D518ROV3LPC.20,20.34733719872755,20,ROV3,LPC,D518,clam,porewater,519ROV03-2PC203-20,,,D519ROV32PC20320,ROV320,3024.7,0.18,0.02,2285.5,33.7,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3LPC1.20,28.716823914120706,20,ROV3,LPC,D519,clam,porewater,519ROV03-2PC203-20,,,D519ROV32PC20320,ROV320,3024.7,0.18,0.02,2285.5,33.7,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3LPC2.20,35.09916883056319,20,ROV3,LPC,D519,clam,porewater,519ROV03-2PC203-20,,,D519ROV32PC20320,ROV320,3024.7,0.18,0.02,2285.5,33.7,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3PC204.20,10.767451359937802,20,ROV3,PC,D519,clam,porewater,519ROV03-2PC203-20,,,D519ROV32PC20320,ROV320,3024.7,0.18,0.02,2285.5,33.7,NA,NA,NA,NA,30.876665347258232
18S,D517ROV5LPC.20,12.384688218650501,20,ROV5,LPC,D517,control,porewater,517ROV05LPC-20,,,D517ROV5LPC20,ROV520,2107.2,0.441,0.29,2606,33,NA,NA,NA,NA,21.876204955488543
18S,D517ROV5PC201.20,19.446798571256533,20,ROV5,PC,D517,control,fridge,517ROV05LPC-20,,,D517ROV5LPC20,ROV520,2107.2,0.441,0.29,2606,33,NA,NA,NA,NA,21.876204955488543
18S,D522ROV1LPC2.25,40.912826168134245,25,ROV1,LPC,D522,thintubeworm,porewater,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,29.57324506324343
18S,D522ROV1PC203.25,32.29533943116679,25,ROV1,PC,D522,thintubeworm_mat,porewater,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,29.57324506324343
18S,D522ROV1PC201.25,33.14436830729081,25,ROV1,PC,D522,sea_anemone,porewater,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,29.57324506324343
18S,D515ROV1LPC.25,19.744010901239193,25,ROV1,LPC,D515,mussel,porewater,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,29.57324506324343
18S,D522ROV1PC202.25,52.34020217588166,25,ROV1,PC,D522,sea_anemone,fridge,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,29.57324506324343
18S,D515ROV1PC201.25,6.260713626692468,25,ROV1,PC,D515,mussel,porewater,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,29.57324506324343
18S,D522ROV1PC205.25,53.87542360791293,25,ROV1,PC,D522,thintubeworm,incubation,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,29.57324506324343
18S,D522ROV1LPC1.25,14.874652099364033,25,ROV1,LPC,D522,thintubeworm,porewater,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,29.57324506324343
18S,D522ROV1PC204.25,5.359291039365774,25,ROV1,PC,D522,thintubeworm,fridge,515ROV01LPC-25, ROVO1-LPC-30 ,515ROV01LPC-40,D515ROV1LPC25,ROV125,210591.46666666667,0.19933333333333333,202.02499999999998,35.61333333333333,29.133333333333333,-0.6,-28.08,24.07,-67.29,29.57324506324343
18S,D517ROV2LPC2.25,21.42321855677587,25,ROV2,LPC,D517,mussel,porewater,517ROV02PC203-25,ROV05-LPC-8,517ROV05LPC-8,D517ROV2PC20325,ROV225,164652.35,0.2425,NA,245,29.1,5.45,-7.765,3.215,-76.21000000000001,15.24762843520642
18S,D517ROV2PC203.25,26.364617570977884,25,ROV2,PC,D517,tubeworm,porewater,517ROV02PC203-25,ROV05-LPC-8,517ROV05LPC-8,D517ROV2PC20325,ROV225,164652.35,0.2425,NA,245,29.1,5.45,-7.765,3.215,-76.21000000000001,15.24762843520642
18S,D523ROV2LPC3.25,10.386942014437356,25,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-25,ROV05-LPC-8,517ROV05LPC-8,D517ROV2PC20325,ROV225,164652.35,0.2425,NA,245,29.1,5.45,-7.765,3.215,-76.21000000000001,15.24762843520642
18S,D523ROV2LPC1.25,40.22221362270561,25,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-25,ROV05-LPC-8,517ROV05LPC-8,D517ROV2PC20325,ROV225,164652.35,0.2425,NA,245,29.1,5.45,-7.765,3.215,-76.21000000000001,15.24762843520642
18S,D523ROV2LPC2.25,5.280143829819422,25,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-25,ROV05-LPC-8,517ROV05LPC-8,D517ROV2PC20325,ROV225,164652.35,0.2425,NA,245,29.1,5.45,-7.765,3.215,-76.21000000000001,15.24762843520642
18S,D517ROV2LPC1.25,7.093155539682148,25,ROV2,LPC,D517,mussel,porewater,517ROV02PC203-25,ROV05-LPC-8,517ROV05LPC-8,D517ROV2PC20325,ROV225,164652.35,0.2425,NA,245,29.1,5.45,-7.765,3.215,-76.21000000000001,15.24762843520642
18S,D519ROV3PC204.25,15.535778877843233,25,ROV3,PC,D519,clam,porewater,519ROV03-2PC203-25,,,D519ROV32PC20325,ROV325,3426.85,0.1635,0.01,2248.5,24.95,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3LPC1.25,75.8966811278363,25,ROV3,LPC,D519,clam,porewater,519ROV03-2PC203-25,,,D519ROV32PC20325,ROV325,3426.85,0.1635,0.01,2248.5,24.95,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3LPC2.25,34.84231306127942,25,ROV3,LPC,D519,clam,porewater,519ROV03-2PC203-25,,,D519ROV32PC20325,ROV325,3426.85,0.1635,0.01,2248.5,24.95,NA,NA,NA,NA,30.876665347258232
18S,D518ROV3LPC.25,44.28111834907148,25,ROV3,LPC,D518,clam,porewater,519ROV03-2PC203-25,,,D519ROV32PC20325,ROV325,3426.85,0.1635,0.01,2248.5,24.95,NA,NA,NA,NA,30.876665347258232
18S,D517ROV5LPC.25,7.592989844432931,25,ROV5,LPC,D517,control,porewater,517ROV05LPC-25,,,D517ROV5LPC25,ROV525,2187.8,0.399,0.02,2540,32.7,NA,NA,NA,NA,21.876204955488543
18S,D517ROV5PC201.25,21.32109683093926,25,ROV5,PC,D517,control,fridge,517ROV05LPC-25,,,D517ROV5LPC25,ROV525,2187.8,0.399,0.02,2540,32.7,NA,NA,NA,NA,21.876204955488543
18S,D515ROV1LPC.30,14.9714603830056,30,ROV1,LPC,D515,mussel,porewater,515ROV01LPC-30, ROVO1-LPC-40 ,515ROV01LPC-50,D515ROV1LPC30,ROV130,45723.3,0.185,240.63666666666668,33.486666666666665,29.7,-0.3,-27.5,24.57,-66.39,29.57324506324343
18S,D522ROV1PC202.30,58.496623071480776,30,ROV1,PC,D522,sea_anemone,fridge,515ROV01LPC-30, ROVO1-LPC-40 ,515ROV01LPC-50,D515ROV1LPC30,ROV130,45723.3,0.185,240.63666666666668,33.486666666666665,29.7,-0.3,-27.5,24.57,-66.39,29.57324506324343
18S,D522ROV1LPC1.30,48.680459145312085,30,ROV1,LPC,D522,thintubeworm,porewater,515ROV01LPC-30, ROVO1-LPC-40 ,515ROV01LPC-50,D515ROV1LPC30,ROV130,45723.3,0.185,240.63666666666668,33.486666666666665,29.7,-0.3,-27.5,24.57,-66.39,29.57324506324343
18S,D522ROV1LPC2.30,50.49959846365653,30,ROV1,LPC,D522,thintubeworm,porewater,515ROV01LPC-30, ROVO1-LPC-40 ,515ROV01LPC-50,D515ROV1LPC30,ROV130,45723.3,0.185,240.63666666666668,33.486666666666665,29.7,-0.3,-27.5,24.57,-66.39,29.57324506324343
18S,D522ROV1PC201.30,43.82581752307188,30,ROV1,PC,D522,sea_anemone,porewater,515ROV01LPC-30, ROVO1-LPC-40 ,515ROV01LPC-50,D515ROV1LPC30,ROV130,45723.3,0.185,240.63666666666668,33.486666666666665,29.7,-0.3,-27.5,24.57,-66.39,29.57324506324343
18S,D522ROV1PC205.30,42.70570969104903,30,ROV1,PC,D522,thintubeworm,incubation,515ROV01LPC-30, ROVO1-LPC-40 ,515ROV01LPC-50,D515ROV1LPC30,ROV130,45723.3,0.185,240.63666666666668,33.486666666666665,29.7,-0.3,-27.5,24.57,-66.39,29.57324506324343
18S,D522ROV1PC204.30,7.234025677633329,30,ROV1,PC,D522,thintubeworm,fridge,515ROV01LPC-30, ROVO1-LPC-40 ,515ROV01LPC-50,D515ROV1LPC30,ROV130,45723.3,0.185,240.63666666666668,33.486666666666665,29.7,-0.3,-27.5,24.57,-66.39,29.57324506324343
18S,D523ROV2LPC3.30,5.721651984437717,30,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-30,ROV05-LPC-10,517ROV05LPC-10,D517ROV2PC20330,ROV230,68591.65,0.26749999999999996,69.01,78.6,28.2,27.599999999999998,-9.655000000000001,3.59,-75.11500000000001,15.24762843520642
18S,D517ROV2PC203.30,9.998968096092126,30,ROV2,PC,D517,tubeworm,porewater,517ROV02PC203-30,ROV05-LPC-10,517ROV05LPC-10,D517ROV2PC20330,ROV230,68591.65,0.26749999999999996,69.01,78.6,28.2,27.599999999999998,-9.655000000000001,3.59,-75.11500000000001,15.24762843520642
18S,D523ROV2LPC1.30,29.239849640919104,30,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-30,ROV05-LPC-10,517ROV05LPC-10,D517ROV2PC20330,ROV230,68591.65,0.26749999999999996,69.01,78.6,28.2,27.599999999999998,-9.655000000000001,3.59,-75.11500000000001,15.24762843520642
18S,D517ROV2LPC2.30,8.460003310187737,30,ROV2,LPC,D517,mussel,porewater,517ROV02PC203-30,ROV05-LPC-10,517ROV05LPC-10,D517ROV2PC20330,ROV230,68591.65,0.26749999999999996,69.01,78.6,28.2,27.599999999999998,-9.655000000000001,3.59,-75.11500000000001,15.24762843520642
18S,D517ROV2LPC1.30,12.800525932858198,30,ROV2,LPC,D517,mussel,porewater,517ROV02PC203-30,ROV05-LPC-10,517ROV05LPC-10,D517ROV2PC20330,ROV230,68591.65,0.26749999999999996,69.01,78.6,28.2,27.599999999999998,-9.655000000000001,3.59,-75.11500000000001,15.24762843520642
18S,D523ROV2LPC2.30,6.259959914968027,30,ROV2,LPC,D523,mussel,fridge,517ROV02PC203-30,ROV05-LPC-10,517ROV05LPC-10,D517ROV2PC20330,ROV230,68591.65,0.26749999999999996,69.01,78.6,28.2,27.599999999999998,-9.655000000000001,3.59,-75.11500000000001,15.24762843520642
18S,D519ROV3LPC2.30,21.120346148539223,30,ROV3,LPC,D519,clam,porewater,519ROV03-2LPC1-30,,,D519ROV32LPC130,ROV330,3517.4,0.135,0.03,2298,24.6,NA,NA,NA,NA,30.876665347258232
18S,D518ROV3LPC.30,23.754587329756163,30,ROV3,LPC,D518,clam,porewater,519ROV03-2LPC1-30,,,D519ROV32LPC130,ROV330,3517.4,0.135,0.03,2298,24.6,NA,NA,NA,NA,30.876665347258232
18S,D519ROV3LPC1.30,36.331998986944896,30,ROV3,LPC,D519,clam,porewater,519ROV03-2LPC1-30,,,D519ROV32LPC130,ROV330,3517.4,0.135,0.03,2298,24.6,NA,NA,NA,NA,30.876665347258232
18S,D517ROV5LPC.30,13.3316178999216,30,ROV5,LPC,D517,control,porewater,517ROV05LPC-30,,,D517ROV5LPC30,ROV530,1865.6,0.447,0.02,2516,25.9,NA,NA,NA,NA,21.876204955488543
